Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Lady of Faith	MRD	LadyofFaith	Spellcaster	Light	3	1100	800			Soothes the souls of others by chanting a mysterious spell.
Lava Battleguard	MRD	LavaBattleguard	Warrior/Effect	Earth	5	1550	1800			Increase the ATK of this card by 500 points for each face-up 'Swamp Battleguard' on your side of the field.
Leghul	MRD	Leghul	Insect/Effect	Earth	1	300	350			This monster may attack your opponent directly.
Leogun	MRD	Leogun	Beast	Earth	5	1750	1550			Huge monster with a lion's mane similar to the King of Beasts.
Mega Thunderball	MRD	MegaThunderball	Thunder	Wind	2	750	600			Rolls along the ground releasing bolts of electricity to attack its enemies.
Morinphen	MRD	Morinphen	Fiend	Dark	5	1550	1300			A strange fiend with long arms and razor-sharp talons.
Mushroom Man #2	MRD	MushroomMan2	Warrior/Effect	Earth	3	1250	800			A player controlling this monster loses 300 Life Points during each of his/her Standby Phases when this card is on the Field. Control of this card is shifted to your opponent by paying 500 Life Points at your own End Phase.
Musician King	MRD	MusicianKing	Spellcaster/Fusion	Light	5	1750	1500			Witch of the Black Forest + "Lady of Faith"
Mystic Lamp	MRD	MysticLamp	Spellcaster/Effect	Dark	1	400	300			This monster can attack your opponent directly.
Niwatori	MRD	Niwatori	Winged Beast	Earth	3	900	800			Swallows enemies whole and uses their essence as energy.
Ocubeam	MRD	Ocubeam	Fairy	Light	5	1550	1650			Frightening in appearance, this creature uses its large eyes and ears to keep track of any movement.
Ooguchi	MRD	Ooguchi	Aqua/Effect	Water	1	300	250			This monster may attack your opponent directly.
Paralyzing Potion	MRD	ParalyzingPotion	Equip Spell							A non Machine-type monster equipped with this card cannot attack.
Prevent Rat	MRD	PreventRat	Beast	Earth	4	500	2000			This creature is shielded with a tough hide of hair and is excellent at defending itself.
Protector of the Throne	MRD	ProtectoroftheThrone	Warrior	Earth	4	800	1500			While the king is away, this queen protects his throne with a mighty defense.
Pumpking the King of Ghosts	MRD	PumpkingtheKingofGhosts	Zombie/Effect	Dark	6	1800	2000			If 'Castle of Dark Illusions' is face-up on the field, increase the ATK and DEF of this card by 100 points. As long as the 'Castle of Dark Illusions' remains face-up on the field, the ATK and DEF of this card continues to increase by 100 points during each of your Standby Phases. this effect continues until your 4th turn after the card is activated.
Punished Eagle	MRD	PunishedEagle	Winged Beast/Fusion	Wind	6	2100	1800			Blue-Winged Crown + "Niwatori"
Queen's Double	MRD	QueensDouble	Warrior/Effect	Earth	1	350	300			This monster may attack your opponent directly.
Rainbow Flower	MRD	RainbowFlower	Plant/Effect	Earth	2	400	500			This monster may attack your opponent directly.
Roaring Ocean Snake	MRD	RoaringOceanSnake	Aqua/Fusion	Water	6	2100	1800			Mystic Lamp + "Hyosube"
Rock Ogre Grotto #1	MRD	RockOgreGrotto1	Rock	Earth	3	800	1200			Protected by a solid body of rock, this monster throws a bone-shattering punch.
Skull Knight	MRD	SkullKnight	Spellcaster/Fusion	Dark	7	2650	2250			Tainted Wisdom + "Ancient Brain"
Steel Scorpion	MRD	SteelScorpion	Machine/Effect	Earth	1	250	300			A non Machine-Type Monster attacking "Steel Scorpion" will be destroyed at the End Phase of your opponent's 2nd turn after the attack.
Stim-Pack	MRD	StimPack	Equip Spell							A monster equipped with this card increases its ATK by 700 points. Its ATK is then decreased by 200 points at each of it's Standby Phases.
Swamp Battleguard	MRD	SwampBattleguard	Warrior/Effect	Earth	5	1800	1500			Increase the ATK of this monster by 500 points for every face-up "Lava Battleguard" on your side of the Field.
Sword of Deep-Seated	MRD	SwordofDeepSeated	Equip Spell							A Monster Card equipped with this card increases it's ATK and DEF by 500 points. When this card is sent to your Graveyard, place it on top of your deck.
Tainted Wisdom	MRD	TaintedWisdom	Fiend/Effect	Dark	3	1250	800			When this card is changed from Attack Position to Defense Position, shuffle your own deck.
The Little Swordsman of Aile	MRD	TheLittleSwordsmanofAile	Warrior/Effect	Water	3	800	1300			Tribute 1 monster on your side of the Field to increase this monster's ATK by 700 points until the end of the turn.
Tongyo	MRD	Tongyo	Fish	Water	4	1350	800			This monsters captures other fish with its long tongue and sucks the energy out of them.
Trent	MRD	Trent	Plant	Earth	5	1500	1800			A guardian of the woods, this massive tree is believed to be immortal.
Water Omotics	MRD	WaterOmotics	Aqua	Water	4	1400	1200			Transforms the water overflowing from a jar into attacking dragons.
Yado Karu	MRD	YadoKaru	Aqua/Effect	Water	4	900	1700			When this card is changed from Attack Position to Defense Position, you can place any number of cards from your hand at the bottom of your Deck in any order you desire.
Ancient One of the Deep Forest	MRL	AncientOneoftheDeepForest	Beast	Earth	6	1800	1900			This creature adopts the form of a white goat living in the forest, but is actually a Forest Elder.
Boar Soldier	MRL	BoarSoldier	Beast-Warrior/Effect	Earth	4	2000	500			If this card is Normal Summoned, destroy this card. If your opponent controls 1 or more monsters, decrease the ATK of this card by 1000 points.
Commencement Dance	MRL	CommencementDance	Ritual Spell							This card is used to Ritual Summon "Performance of Sword". You must also Tribute monsters whose total Levels equal 6 or more from the field or your hand.
Crab Turtle	MRL	CrabTurtle	Aqua/Ritual	Water	8	2550	2500			This monster can only be Ritual Summoned with the Ritual Magic Card, "Turtle Oath". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.
Curse of Fiend	MRL	CurseofFiend	Normal Spell							Changes the battle positions of all Attack Position monsters on the fields to Defense Position and vice-versa. These positions cannot be changed during the turn this card is activated except by the effect of a Spell, Trap or Effect Monster Card. You can activate this card only during your Standby Phase.
Dark Witch	MRL	DarkWitch	Fairy	Light	5	1800	1700			A popular creature in mythology that delivers fatal attacks with a sharp spear.
Dark Zebra	MRL	DarkZebra	Beast/Effect	Earth	4	1800	400			If this is the only Monster Card in your control during your Standby Phase, it is changed to Defense Position. You cannot change the position of this card during the same turn.
Darkness Approaches	MRL	DarknessApproaches	Normal Spell							Discard 2 cards from your hand. Select 1 face-up monster and flip it face-down, but do not change its battle position.
Eatgaboon	MRL	Eatgaboon	Normal Trap							If the ATK of a monster summoned by your opponent (excluding Special Summon) is 500 points or less, the monster is destroyed.
Fire Kraken	MRL	FireKraken	Aqua	Fire	4	1600	1500			A squid that thrives on fire and heat.
Giant Turtle Who Feeds on Flames	MRL	GiantTurtleWhoFeedsonFlames	Aqua	Water	5	1400	1800			A crimson-shelled tortoise that feeds on flames.
Guardian of the Throne Room	MRL	GuardianoftheThroneRoom	Machine	Light	4	1650	1600			A robot guard built to protect throne rooms, it is armed with homing missiles.
Hamburger Recipe	MRL	HamburgerRecipe	Ritual Spell							This card is used to Ritual Summon "Hungry Burger". You must also Tribute monsters whose total Levels equal 6 or more from the field or your hand.
High Tide Gyojin	MRL	HighTideGyojin	Aqua	Water	4	1650	1300			A very agile half-fish warrior known for its relentless attacks.
House of Adhesive Tape	MRL	HouseofAdhesiveTape	Normal Trap							If the DEF of a monster summoned by your opponent (excluding Special Summon) is 500 points or less, the monster is destroyed.
Hungry Burger	MRL	HungryBurger	Warrior/Ritual	Dark	6	2000	1850			This monster can only be Ritual Summoned with the Ritual Magic Card, "Hamburger Recipe". You must also Tribute monsters whose total Levels equal 6 or more from the field or your hand.
Liquid Beast	MRL	LiquidBeast	Aqua	Water	3	950	800			A liquid life form that thrives on Water.
Magical Labyrinth	MRL	MagicalLabyrinth	Equip Spell							Equip "Labyrinth Wall" with this card. If you Tribute "Labyrinth Wall" equipped with this card, you can Special Summon "Wall Shadow" from your Deck.
Mechanical Snail	MRL	MechanicalSnail	Machine	Dark	3	800	1000			A cyborg snail that still travels at a slow pace.
Metal Fish	MRL	MetalFish	Machine	Water	5	1600	1900			A metal fish with a razor-sharp caudal fin.
Octoberser	MRL	Octoberser	Aqua	Water	5	1600	1400			With the head of a fish and the legs of an octopus, this strange creature attacks enemies by flinging spears.
Peacock	MRL	Peacock	Winged Beast	Wind	5	1700	1500			A large peacock that launches its feathers in a lethal attack.
Performance of Sword	MRL	PerformanceofSword	Warrior/Ritual	Earth	6	1950	1850			This monster can only be Ritual Summoned with the Ritual Magic Card, "Commencement Dance". You must also Tribute monsters whose total Levels equal 6 or more from the field or your hand.
Psychic Kappa	MRL	PsychicKappa	Aqua	Water	2	400	1000			An amphibian with a myriad of powers to shield it from enemy attacks.
Queen Bird	MRL	QueenBird	Winged Beast	Wind	5	1200	2000			This monster attacks enemies using its huge beak.
Serpent Night Dragon	MRL	SerpentNightDragon	Dragon	Dark	7	2350	2400			A dragon created from the soul of a wicked knight.
Snake Fang	MRL	SnakeFang	Normal Trap							Decrease 1 face-up monster's DEF by 500 points until the end of the turn.
Stone Ogre Grotto	MRL	StoneOgreGrotto	Rock	Earth	5	1600	1500			A behemoth shaped by giant boulders.
Turtle Oath	MRL	TurtleOath	Ritual Spell							This card is used to Ritual Summon "Crab Turtle". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.
Twin Long Rods #2	MRL	TwinLongRods2	Aqua	Water	3	850	700			An amphibious creature with two whip-like tails.
Tyhone #2	MRL	Tyhone2	Dragon	Fire	6	1700	1900			A crimson dragon that spits Fireballs to create a blazing sea of Fire.
Wall Shadow	MRL	WallShadow	Warrior/Effect	Dark	7	1600	3000			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by Tributing "Labyrinth Wall" equipped with "Magical Labyrinth".
Weather Report	MRL	WeatherReport	Aqua/Effect	Water	4	950	1500			FLIP: Destroys all opponent's face-up "Swords of Revealing Light" on the field. If "Swords of Revealing Light" is destroyed, you can perform your Battle Phase twice this turn (or your next turn, if activated during opponent's turn).
Whiptail Crow	MRL	WhiptailCrow	Fiend	Dark	4	1650	1600			Attacks from the skies with a whip-like tail.
7 Completed	PSV	7Completed	Equip Spell							A Machine-Type monster equipped with this card increases either its ATK or DEF by 700 points. You cannot change your choice as long as this card remains face-up on the field.
Appropriate	PSV	Appropriate	Continuous Trap							You can activate this card when your opponent draws a card outside of his/her Draw Phase. After that, each time your opponent draws cards outside of his/her Draw Phase, you draw 2 cards.
Armored Glass	PSV	ArmoredGlass	Normal Trap							You can only activate this card when a monster is equpped with an Equip Card. Negate the effects of all Equip Cards on the field during the turn this card is activated.
Beast Of Talwar	PSV	BeastOfTalwar	Fiend	Dark	6	2400	2150			Only the master of the sword among fiend-type monsters is permitted to hold the Talwar.
Bite Shoes	PSV	BiteShoes	Fiend/Effect	Dark	2	500	300			FLIP: Change the battle position of 1 face-up monster on the field.
Cyber Falcon	PSV	CyberFalcon	Machine	Wind	4	1400	1200			A jet-powered hawk that travels at the speed of sound.
Dark Bat	PSV	DarkBat	Winged Beast	Wind	3	1000	1000			Bats from the Netherworld that use their hyper senses to detect their enemies.
Darkfire Soldier #2	PSV	DarkfireSoldier2	Pyro	Fire	4	1700	1100			A warrior who gained immeasurable power from the heart of a volcano.
Dokuroyaiba	PSV	Dokuroyaiba	Fiend	Fire	3	1000	400			A boomerang with brains that will pursue a target to the ends of Earth.
Driving Snow	PSV	DrivingSnow	Normal Trap							You can activate this when 1 or more of your Trap cards are destroyed and sent from the Field to the graveyard by a card effect your opponent controls. Destroy 1 Spell or Trap card on the Field.
Earthshaker	PSV	Earthshaker	Normal Trap							Select 2 monster card attributes. Your opponent then selects 1 monster of the 2 Attributes and destroys all face-up monsters with that same Attribute on the Field.
Flame Champion	PSV	FlameChampion	Pyro	Fire	5	1900	1300			A warrior protected by a flaming shield that nullifies any attack.
Flying Kamakiri #2	PSV	FlyingKamakiri2	Insect	Wind	4	1500	800			A flying mantis that feeds primarily on insects.
Girochin Kuwagata	PSV	GirochinKuwagata	Insect	Wind	4	1700	1000			Despite its small size, this monster has powerful jaws that can rip metal to shreds.
Gust	PSV	Gust	Normal Trap							You can activate this card when 1 or more of your Spell cards are destroyed and sent from the Field to the graveyard by a card effect your opponent controls. Destroy 1 Spell or Trap card on the Field.
Insect Imitation	PSV	InsectImitation	Normal Spell							Tribute 1 monster on your side of the Field. Select 1 Insect-Type monster from your Deck that is 1 Level higher than the Tribute monster and Special Summon it on the Field in face-up Attack Position or face-down Defense Position. The Deck is then shuffled.
Inspection	PSV	Inspection	Continuous Spell							During your opponent's Standby Phase, you can randomly select 1 card in your opponent's hand and look at it at the cost of 500 Life Points.
Invitation To A Dark Sleep	PSV	InvitationToADarkSleep	Spellcaster/Effect	Dark	5	1500	1800			When this monster is summoned (excluding Special Summon) select 1 of your opponent's monsters. As long as this card remains face-up on the Field, the selected monster cannot attack.
Light Of Intervention	PSV	LightOfIntervention	Continuous Trap							Monster Cards cannot be Set face-down. Monsters Set in Defense Position are Normal Summoned in face-up Defense Position.
Major Riot	PSV	MajorRiot	Normal Trap							You can activate this card when 1 or more of your monsters are returned from the Field to your hand. Return all Monster Cards on the Field to your respective hands. Both you and your opponent can then Special Summon from your respective hands the same number of Monster Cards on the Field in face-down Defense Position.
Metal Detector	PSV	MetalDetector	Normal Trap							You can activate this card when a Continuous Trap card is activated. Negate all Continuous Traps during the turn this card is activated.
Michizure	PSV	Michizure	Normal Trap							You can activate this card when a monster is sent from the field to your Graveyard. Destroy 1 monster on the field.
Monster Recovery	PSV	MonsterRecovery	Quick-Play Spell							Unite 1 of your own monsters on your side of the field and your hand with your Deck and then shuffle it. Draw the same number of cards that were in your hand from the Deck. (You cannot activate this card if you have your opponent's card in your hand.)
Mr. Volcano	PSV	MrVolcano	Pyro	Fire	5	2100	1300			This seemingly mild-mannered creature has an extremely volatile temper.
Mystic Probe	PSV	MysticProbe	Normal Trap							You can activate this card when a Continous Spell Card is activated. Negate all Continous Spell Cards during the turn this card is activated.
Oni Tank T-34	PSV	OniTankT34	Machine	Earth	4	1400	1700			An armored tank possessed by a fiend that will pursue enemies until they're crushed.
Overdrive	PSV	Overdrive	Machine	Earth	4	1600	1500			An all terrain armored vehicle armed with a heavy-duty machine gun.
Rain Of Mercy	PSV	RainOfMercy	Normal Spell							Increase the Life Points of both players by 1000 points.
Red-Moon Baby	PSV	RedMoonBaby	Zombie/Effect	Dark	3	700	1000			You can Special Summon to your side of the field a monster destroyed and sent to the Graveyard as a result of battle by this card at the end of the Battle Phase.
Science Soldier	PSV	ScienceSoldier	Warrior	Dark	3	800	800			Soldiers equipped with state-of-the-art weaponry to face unknown creatures.
Skull Mariner	PSV	SkullMariner	Warrior	Water	4	1600	900			A pirate ship that appears out of the mist and sinks any seagoing vessels.
Solomon's Lawbook	PSV	SolomonsLawbook	Normal Trap							Skip your next Standby Phase.
Souls Of The Forgotten	PSV	SoulsOfTheForgotten	Fiend	Dark	2	900	200			A wicked spirit created by the hateful souls of those who fell in battle. It grows by assimilating the souls of its enemies.
Spikebot	PSV	Spikebot	Machine	Dark	5	1800	1700			A mechanical soldier created by a wicked sorcerer, it attacks with two steel balls attacked to its arms.
Steel Ogre Grotto #2	PSV	SteelOgreGrotto2	Machine	Earth	6	1900	2200			A mechanicalized iron doll with tremendous strength.
The All-Seeing White Tiger	PSV	TheAllSeeingWhiteTiger	Beast	Wind	3	1300	500			A proud ruler of the jungle that some fear and others respect.
The Regulation Of Tribe	PSV	TheRegulationOfTribe	Continuous Trap							Declare 1 Type of monster. Monsters of the declared Type cannot attack. Tribute 1 monster from your side of the field during each of your Standby Phases. If you do not, this card is destroyed.
Three-Headed Geedo	PSV	ThreeHeadedGeedo	Fiend	Dark	4	1200	1400			A three-headed nocturnal monster that is absolutely ruthless when fighting.
Twin-Headed Fire Dragon	PSV	TwinHeadedFireDragon	Pyro	Fire	6	2200	1700			Two dragons fused as one from the effects of the Big Bang.
Wingweaver	PSV	Wingweaver	Fairy	Light	7	2750	2400			A six-winged fairy who prays for peace and hope.
World Suppression	PSV	WorldSuppresion	Normal Trap							You can activate this card when a Field Spell Card is activated. Negate the Field Spell Card during the turn this card is activated.
Ancient Telescope	SDK	AncientTelescope	Normal Spell							See the top 5 cards of your opponent's Deck. Return the cards to the Deck in the same order.
Castle Walls	SDK	CastleWalls	Normal Trap							Increase a selected monster's DEF by 500 points during the turn this card is activated.
D. Human	SDK	DHuman	Warrior	Earth	4	1300	1100			Gifted with the power of dragons, this warrior wields a sword created from a dragon's fang.
Dark Assassin	SDK	DarkAssassin	Zombie	Dark	4	1200	1200			Armed with the Psycho Sword, this sinister assassin rules the bad land.
Dark Energy	SDK	DarkEnergy	Equip Spell							A Fiend-Type monster equipped with this card increases its ATK and DEF by 300 points.
Dark Titan of Terror	SDK	DarkTitanofTerror	Fiend	Dark	4	1300	1100			A fiend said to dwell in the world of dreams, it attacks enemies in their sleep.
Destroyer Golem	SDK	DestroyerGolem	Rock	Earth	4	1500	1000			A golem with a massive right hand for crushing its victims.
Hane-Hane	SDK	HaneHane	Beast/Effect	Earth	2	450	500			FLIP: Select 1 monster on the field and return it to its owner's hand.
Invigoration	SDK	Invigoration	Equip Spell							An Earth monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.
Judge Man	SDK	JudgeMan	Warrior	Earth	6	2200	1500			This club-wielding warrior battles to the end and will never surrender.
Just Desserts	SDK	JustDesserts	Normal Trap							Inflict 500 points of Direct Damage to your opponent's Life Points for each monster your opponent has on the field.
Kojikocy	SDK	Kojikocy	Warrior	Earth	4	1500	1200			A man-hunter with powerful arms that can crush boulders.
Koumori Dragon	SDK	KoumoriDragon	Dragon	Dark	4	1500	1200			A vicious, fire-breathing dragon whose wicked flame corrupts the souls of its victims.
Master and Expert	SDK	Master&Expert	Beast	Earth	4	1200	1000			A deadly duo consisting of a beast master and its loyal servant.
Mysterious Puppeteer	SDK	MysteriousPuppeteer	Warrior/Effect	Earth	4	1000	1500			Each time you or your opponent Normal Summons or Flip Summons a monster, increase your Life Points by 500 points.
Mystic Clown	SDK	MysticClown	Fiend	Dark	4	1500	1000			Nothing can stop the mad attack of this powerful creature.
Ogre of the Black Shadow	SDK	OgreoftheBlackShadow	Beast-Warrior	Earth	4	1200	1400			An ogre possessed by the powers of the Dark. Few can withstand its rapid charge.
Ookazi	SDK	Ookazi	Normal Spell							Inflict 800 points of Direct Damage to your opponent's Life Points.
Pale Beast	SDK	PaleBeast	Beast	Earth	4	1500	1200			With skin tinged a bluish-white, this strange creature is a fearsome sight to behold.
Rogue Doll	SDK	RogueDoll	Spellcaster	Light	4	1600	1000			A deadly doll gifted with mystical power, it is particularly powerful when attacking against Dark forces.
Rude Kaiser	SDK	RudeKaiser	Beast-Warrior	Earth	5	1800	1600			With an axe in each hand, this monster delivers heavy damage.
Ryu-Kishin	SDK	RyuKishin	Fiend	Dark	3	1000	500			A very elusive creature that looks like a harmless statue until it attacks.
Skull Red Bird	SDK	SkullRedBird	Winged Beast	Wind	4	1550	1200			This monster swoops down and attacks with a rain of knives stored in its wings.
Sogen	SDK	Sogen	Field Spell							Increases the ATK and DEF of all Beast-Warrior and Warrior-Type monsters by 200 points.
Swordstalker	SDK	Swordstalker	Warrior	Dark	6	2000	1600			A monster formed by the vengeful souls of those who passed away in battle.
Terra the Terrible	SDK	TerratheTerrible	Fiend	Dark	4	1200	1300			Known as a swamp dweller, this creature is a minion of the dark forces.
Trap Master	SDK	TrapMaster	Warrior/Effect	Earth	3	500	1100			FLIP: Select 1 Trap Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Trap Card, it is destroyed. If it is a Spell Card, return it to its original position.
Two-Pronged Attack	SDK	TwoProngedAttack	Normal Trap							Select and destroy 2 of your monsters and 1 of your opponent's monsters.
Unknown Warrior of Fiend	SDK	UnknownWarriorofFiend	Warrior	Dark	3	1000	500			The speed of this warrior creates an intense vacuum that can slice through a monster's hide.
Ancient Elf	SDY	AncientElf	Spellcaster	Light	4	1450	1200			This elf is rumored to have lived for thousands of years. He leads an army of spirits against his enemies.
Ansatsu	SDY	Ansatsu	Warrior	Earth	5	1700	1200			A silent and deadly warrior specializing in assassinations.
Baron of the Fiend Sword	SDY	BaronoftheFiendSword	Fiend	Dark	4	1550	800			An aristocrat who wields a sword possessed by a malicious spirit that preys on the weak.
Book of Secret Arts	SDY	BookofSecretArts	Equip Spell							A Spellcaster-Type monster equipped with this card increases its ATK and DEF by 300 points.
Claw Reacher	SDY	ClawReacher	Fiend	Dark	3	1000	800			Stretching arms and razor-sharp claws make this monster a formidable opponent.
Doma The Angel of Silence	SDY	DomaTheAngelofSilence	Fairy	Dark	5	1600	1400			This fairy rules over death, and administers it when necessary.
Dragon Zombie	SDY	DragonZombie	Zombie	Dark	3	1600	0			A dragon revived by sorcery. Its breath is highly corrosive.
Great White	SDY	GreatWhite	Fish	Water	4	1600	800			A giant white shark with razor-sharp teeth.
Magical Ghost	SDY	MagicalGhost	Zombie	Dark	4	1300	1400			This creature casts a spell of terror and confusion just before attacking its enemies.
Man-Eating Treasure Chest	SDY	ManEatingTreasureChest	Fiend	Dark	4	1600	1000			A monster disguised as a treasure chest that is known to attack the unwary adventurer.
Neo the Magic Swordsman	SDY	NeotheMagicSwordsman	Spellcaster	Light	4	1700	1000			A dimensional drifter who not only practices sorcery, but is also a sword and martial arts master.
Sorcerer of the Doomed	SDY	SorcereroftheDoomed	Spellcaster	Dark	4	1450	1200			A slave of the dark arts, this sorcerer is a master of death-dealing spells.
Sword of Dark Destruction	SDY	SwordofDarkDestruction	Equip Spell							A DARK monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.
The Stern Mystic	SDY	TheSternMystic	Spellcaster/Effect	Light	4	1500	1200			FLIP: All face-down cards on the field are turned face-up, and then returned to their original positions. No card effects are activated when cards are turned face-up.
Witty Phantom	SDY	WittyPhantom	Fiend	Dark	4	1400	1300			Dressed in a night-black tuxedo, this creature presides over death.
Bean Soldier	TP1	BeanSoldier	Plant	Earth	4	1400	1300			A plant-warrior that attacks with seeds and sword.
Blue Medicine	TP1	BlueMedicine	Normal Spell							Increase both you and your opponents Life Points by 400 points.
Burning Spear	TP1	BurningSpear	Equip Spell							A FIRE monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.
Cockroach Knight	TP1	CockroachKnight	Insect/Effect	Earth	3	800	900			When this card has been sent to the Graveyard, it is returned to the top of your Deck.
Corroding Shark	TP1	CorrodingShark	Zombie	Dark	3	1100	700			A zombie shark that can deliver its lethal curse with a spell.
Cyber Soldier of Darkworld	TP1	CyberSoldierofDarkworld	Machine	Dark	4	1400	1200			A mechanical soldier that won't stop attacking until all life readings have been extinguised from its sensors.
Elf's Light	TP1	ElfsLight	Equip Spell							A LIGHT monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.
Giant Flea	TP1	GiantFlea	Insect	Earth	4	1500	1200			A massive flea that feeds on the blood of its enemies.
Goddess with the Third Eye	TP1	GoddesswiththeThirdEye	Fairy/Effect	Light	4	1200	1000			You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster must be the correct one(s).
Gust Fan	TP1	GustFan	Equip Spell							A WIND monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.
Hercules Beetle	TP1	HerculesBeetle	Insect	Earth	5	1500	2000			A massive beetle with a tough carapace and a dangerous horn.
Kuwagata	TP1	Kuwagata	Insect	Earth	4	1250	1000			A very vicious stag beetle that goes for the head.
Kwagar Hercules	TP1	KwagarHercules	Insect/Fusion	Earth	6	1900	1700			Kuwagata + "Hercules Beetle"
Oscillo Hero	TP1	OscilloHero	Warrior	Earth	3	1250	700			A strange warrior from another dimension.
Patrol Robo	TP1	PatrolRobo	Machine/Effect	Earth	3	1100	900			During your Standby Phase, you can look at 1 face-down card that's been Set by your opponent as long as this card remains face-up on the field.
Raimei	TP1	Raimei	Normal Spell							Decrease your opponents Life Points by 300.
Steel Shell	TP1	SteelShell	Equip Spell							A WATER monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points.
The Judgement Hand	TP1	TheJudgementHand	Warrior	Earth	3	1400	700			An all-powerful hand that delivers ruthless attacks.
Tiger Axe	TP1	TigerAxe	Beast/Warrior	Earth	4	1300	1100			A fast and powerful axe-wielding beast-warrior.
Versago the Destroyer	TP1	VersagotheDestroyer	Fiend/Effect	Dark	3	1100	900			You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster must be the correct one(s).
White Hole	TP1	WhiteHole	Normal Trap							When your opponent plays "Dark Hole", the monsters on your side of the field are not destroyed.
Winged Dragon, Guardian of the Fortress #2	TP1	WingedDragonGuardianoftheFortress2	Winged Beast	Wind	4	1200	1000			This monster's whings are capable of generating tornadoes.
Wodan the Resident of the Forest	TP1	WodantheResidentoftheForest	Warrior/Effect	Earth	3	900	1200			Increase this cards ATK points by 100 for every Plant-Type monster that is face-up on the field.
Wow Warrior	TP1	WowWarrior	Fish	Water	4	1250	900			A fish with arms, legs, and some very sharp teeth.
Beautiful Headhuntress	TP2	BeautifulHeadhuntress	Warrior	Earth	4	1600	800			A vicious creature that has decapitated numerous enemy monsters.
Call of the Grave	TP2	CalloftheGrave	Normal Trap							You can activate this card when your opponent activates 'Monster Reborn'. Negate the effect of 'Monster Reborn'.
Crawling Dragon #2	TP2	CrawlingDragon2	Dinosaur	Earth	4	1600	1200			A powerful dragon with teeth that can grind almost anything to dust.
Dancing Elf	TP2	DancingElf	Fairy	Wind	1	300	250			An elf that dances across the sky with wings of razor-sharp blades.
Dharma Cannon	TP2	DharmaCannon	Machine	Dark	2	900	500			A monsterous creature whose body is lined with cannons that never miss their targets.
Dokurorider	TP2	Dokurorider	Zombie/Ritual	Dark	6	1900	1850			This monster is summoned using the Ritual Magic Card "Revival of Dokurorider" You must also Tribute monsters whose total Levels equal 6 or more from the field or your hand.
Faith Bird	TP2	FaithBird	Winged Beast	Wind	4	1500	1100			A long-tailed bird blinds its enemies with mystical light.
Garoozis	TP2	Garoozis	Beast-Warrior	Fire	5	1800	1500			An axe-swinging beast-warrior with the head of a dragon.
Giant Red Seasnake	TP2	GiantRedSeasnake	Aqua	Water	4	1800	800			A sea-dwelling snake that attacks passing enemies with its sharp teeth.
Maiden of the Moonlight	TP2	MaidenoftheMoonlight	Spellcaster	Light	4	1500	1300			A sorcerer blessed by lunar light with powers far beyond mortal comprehension.
Mikazukinoyaiba	TP2	Mikazukinoyaiba	Dragon	Dark	7	2200	2350			A dragon warrior of the moon armed with a crescent sword.
Mystical Sheep #1	TP2	MysticalSheep1	Beast/Effect	Earth	3	1150	900			You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster must be the correct one(s).
Novox's Prayer	TP2	NovoxsPrayer	Ritual Spell							This card is used to Ritual Summon 'Skull Guardian'. You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand.
Parrot Dragon	TP2	ParrotDragon	Dragon	Wind	5	2000	1300			A dragon from the cartoons that's more dangerous than it appears to be.
Queen of Autumn Leaves	TP2	QueenofAutumnLeaves	Plant	Earth	5	1800	1500			Queen of the Emerald Forest and wife of the Spirit King, she lives surrounded by vivid red leaves.
Revival of Dokurorider	TP2	RevivalofDokurorider	Ritual Spell							This card is used to summon "Dokurorider". You must also Tribute monsters whose total Levels equal 6 or more from the field or your hand.
Skull Guardian	TP2	SkullGuardian	Warrior/Ritual	Light	7	2050	2500			This monster is summoned using the Ritual Magic Card "Novox's Prayer". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand.
Sky Dragon	TP2	SkyDragon	Dragon	Wind	6	1900	1800			A flying dragon with four wings housing some very dangerous blades
Sonic Maid	TP2	SonicMaid	Warrior	Earth	3	1200	900			A maiden that uses sound to her advantage, she wields a scythe that's shaped like a musical note.
Spirit of the Books	TP2	SpiritoftheBooks	Winged Beast	Wind	4	1400	1200			The wise spirit dwells in books, using its accumulated knowlage to defeat enemies.
Takuhee	TP2	Takuhee	Winged Beast	Wind	4	1450	1000			This bird is known far and wide as a harbinger of doom.
Turu-Purun	TP2	TuruPurun	Aqua	Water	2	450	500			A strange, one-eyed monster that can fell an enemy with a single stab of its spear.
